data,produto,valor,quantidade
2024-10-10,Notebook Dell,3500.0,5.0
2024-05-03,###ERRO###,380.0,10.0
2024-05-20,SSD 1TB,550.0,5.0
2024-12-31,Mouse Logitech,380.0,7.0
2024-07-24,Memória RAM 16GB,380.0,8.0
2024-10-03,SSD 1TB,550.0,4.0
2024-03-10,SSD 1TB,1200.0,7.0
2024-12-30,Teclado Mecânico,,2.0
2024-03-12,Headset Gamer,320.0,3.0
2024-03-16,Headset Gamer,320.0,8.0
2024-09-15,Notebook Dell,3500.0,8.0
2024-03-04,Webcam HD,280.0,8.0
2024-12-10,Mouse Logitech,85.5,7.0
2024-10-07,Memória RAM 16GB,380.0,7.0
2024-07-27,SSD 1TB,550.0,9.0
2024-06-27,"Monitor LG 27""",1200.0,8.0
2024-05-30,Memória RAM 16GB,320.00,3.0
2024-04-11,SSD 1TB,550.0,5.0
2024-01-06,SSD 1TB,550.0,
2024-05-18,Mouse Logitech,85.5,9.0
2024-10-01,"Monitor LG 27""",1200.0,3.0
2024-05-21,Mouse Logitech,85.5,3.0
2024-08-06,Mousepad,45.0,
2024-01-24,Notebook Dell,,2.0
2024-12-29,SSD 1TB,550.0,7.0
2024-04-23,Webcam HD,280.0,7.0
2024-03-13,SSD 1TB,550.0,10.0
data_incorreta,"Monitor LG 27""",1200.0,6.0
data_incorreta,Headset Gamer,320.0,1.0
2024-03-09,Mouse Logitech,85.5,4.0
2024-03-09,Mousepad,45.0,6.0
2024-03-22,Notebook Dell,3500.0,4.0
2024-07-24,Headset Gamer,320.0,2.0
2024-11-17,Mousepad,,4.0
2024-05-06,Teclado Mecânico,450.0,6.0
2024-01-23,Notebook Dell,3500.0,6.0
2024-10-22,Notebook Dell,3500.0,5.0
2024-04-25,SSD 1TB,550.0,4.0
2024-03-20,SSD 1TB,85.50,10.0
2024-12-29,Headset Gamer,320.0,6.0
2024-06-12,Notebook Dell,3500.0,3.0
2024-05-30,Mouse Logitech,85.5,9.0
2024-10-22,Webcam HD,280.0,1.0
2024-11-01,SSD 1TB,550.0,9.0
2024-06-03,Headset Gamer,320.0,
2024-08-18,Memória RAM 16GB,380.0,1.0
2024-02-09,Teclado Mecânico,450.0,5.0
2024-11-02,Teclado Mecânico,450.0,2.0
2024-04-23,Headset Gamer,320.0,10.0
2024-04-09,SSD 1TB,550.0,3.0
2024-11-29,Teclado Mecânico,450.0,9.0
2024-12-12,Memória RAM 16GB,invalid,10.0
2024-06-14,Memória RAM 16GB,380.0,9.0
2024-07-20,Notebook Dell,3500.0,2.0
2024-02-22,Mousepad,45.0,10.0
2024-06-28,SSD 1TB,550.0,
2024-01-04,Teclado Mecânico,450.0,5.0
2024-02-27,Notebook Dell,3500.0,4.0
2024-08-22,Headset Gamer,320.0,4.0
2024-06-04,"Monitor LG 27""",1200.0,6.0
2024-11-05,Mousepad,45.0,6.0
data_incorreta,"Monitor LG 27""",1200.0,4.0
2024-12-09,Headset Gamer,320.0,4.0
2024-02-25,Webcam HD,280.0,6.0
2024-01-04,SSD 1TB,550.0,2.0
2024-11-22,Memória RAM 16GB,380.0,4.0
2024-11-17,Memória RAM 16GB,380.0,5.0
2024-11-14,Mouse Logitech,85.5,1.0
2024-09-11,Teclado Mecânico,450.0,8.0
2024-09-12,Notebook Dell,3500.0,2.0
2024-12-17,Teclado Mecânico,450.0,10.0
2024-06-29,SSD 1TB,550.0,1.0
2024-10-10,Headset Gamer,320.0,1.0
2024-05-28,Memória RAM 16GB,380.0,2.0
2024-06-20,"Monitor LG 27""",1200.0,3.0
2024-05-22,Mouse Logitech,85.5,3.0
2024-06-27,Teclado Mecânico,450.0,2.0
2024-10-19,Mouse Logitech,85.5,8.0
2024-09-25,Memória RAM 16GB,380.0,1.0
2024-09-07,Mousepad,45.0,9.0
2024-04-09,Teclado Mecânico,450.0,8.0
2024-03-08,Notebook Dell,3500.0,8.0
2024-10-17,Notebook Dell,3500.0,5.0
2024-09-29,Notebook Dell,3500.0,6.0
2024-04-28,Mousepad,45.0,8.0
2024-02-22,Mouse Logitech,85.5,8.0
2024-06-21,Teclado Mecânico,450.0,4.0
data_incorreta,Memória RAM 16GB,380.0,4.0
2024-07-19,Teclado Mecânico,450.0,6.0
2024-07-22,Memória RAM 16GB,380.0,2.0
2024-12-22,"Monitor LG 27""",,3.0
2024-02-13,Webcam HD,280.0,4.0
2024-05-16,"Monitor LG 27""",1200.0,8.0
2024-09-03,Mouse Logitech,85.5,2.0
2024-03-26,Webcam HD,280.0,8.0
2024-07-05,Webcam HD,280.0,7.0
2024-03-05,Teclado Mecânico,450.0,4.0
2024-12-19,Mouse Logitech,85.5,7.0
2024-12-19,Mouse Logitech,85.5,10.0
2024-01-17,SSD 1TB,550.0,9.0
2024-09-06,Webcam HD,280.0,10.0
2024-04-04,Erro_Produto_§,380.0,8.0
2024-08-28,Teclado Mecânico,1200.0,2.0
2024-08-22,Mousepad,45.0,4.0
